"PollingStation","No","Party","Votes"
"1340","9","PDAN","69"
"1340","10","ADR","0"
"1340","11","LN","2"
"1340","12","PS","208"
"1341","1","PSD","3"
"1341","2","PBK","1"
"1341","3","PLDSH","1"
"1341","4","BD","0"
"1341","5","ABEOK","0"
"1341","6","LSI","10"
"1341","7","NTH","5"
"1341","8","LRE","1"
"1341","9","PDAN","95"
"1341","10","ADR","0"
"1341","11","LN","0"
"1341","12","PS","177"
"1342","1","PSD","1"
"1342","2","PBK","0"
"1342","3","PLDSH","2"
"1342","4","BD","0"
"1342","5","ABEOK","1"
"1342","6","LSI","18"
"1342","7","NTH","0"
"1342","8","LRE","2"
"1342","9","PDAN","97"
"1342","10","ADR","1"
"1342","11","LN","0"
"1342","12","PS","182"
"1344","1","PSD","2"
"1344","2","PBK","0"
"1344","3","PLDSH","0"
"1344","4","BD","0"
"1344","5","ABEOK","0"
"1344","6","LSI","9"
"1344","7","NTH","0"
"1344","8","LRE","0"
"1344","9","PDAN","67"
"1344","10","ADR","0"
"1344","11","LN","0"
"1344","12","PS","119"
"1345","1","PSD","1"
"1345","2","PBK","1"
"1345","3","PLDSH","0"
"1345","4","BD","0"
"1345","5","ABEOK","0"
"1345","6","LSI","8"
"1345","7","NTH","0"
"1345","8","LRE","2"
"1345","9","PDAN","84"
"1345","10","ADR","0"
"1345","11","LN","0"
"1345","12","PS","221"
"1346","1","PSD","1"
"1346","2","PBK","0"
"1346","3","PLDSH","2"
"1346","4","BD","0"
"1346","5","ABEOK","0"
"1346","6","LSI","13"
"1346","7","NTH","1"
"1346","8","LRE","1"
"1346","9","PDAN","131"
"1346","10","ADR","0"
"1346","11","LN","0"
"1346","12","PS","206"
"1347","1","PSD","0"
"1347","2","PBK","0"
"1347","3","PLDSH","1"
"1347","4","BD","0"
"1347","5","ABEOK","0"
"1347","6","LSI","9"
"1347","7","NTH","0"
"1347","8","LRE","0"
"1347","9","PDAN","119"
"1347","10","ADR","0"
"1347","11","LN","0"
"1347","12","PS","123"
"13471","1","PSD","0"
"13471","2","PBK","0"
"13471","3","PLDSH","0"
"13471","4","BD","0"
"13471","5","ABEOK","0"
"13471","6","LSI","15"
"13471","7","NTH","2"
"13471","8","LRE","0"
"13471","9","PDAN","70"
"13471","10","ADR","0"
"13471","11","LN","0"
"13471","12","PS","102"
"1348","1","PSD","1"
"1348","2","PBK","0"
"1348","3","PLDSH","0"
"1348","4","BD","0"
"1348","5","ABEOK","0"
"1348","6","LSI","17"
"1348","7","NTH","0"
"1348","8","LRE","0"
"1348","9","PDAN","170"
"1348","10","ADR","0"
"1348","11","LN","0"
"1348","12","PS","172"
"1349","1","PSD","3"
"1349","2","PBK","0"
"1349","3","PLDSH","1"
"1349","4","BD","0"
"1349","5","ABEOK","0"
"1349","6","LSI","26"
"1349","7","NTH","1"
"1349","8","LRE","0"
"1349","9","PDAN","223"
"1349","10","ADR","0"
"1349","11","LN","1"
"1349","12","PS","170"
"13491","1","PSD","0"
"13491","2","PBK","0"
"13491","3","PLDSH","0"
"13491","4","BD","2"
"13491","5","ABEOK","0"
"13491","6","LSI","7"
"13491","7","NTH","0"
"13491","8","LRE","0"
"13491","9","PDAN","207"
"13491","10","ADR","0"
"13491","11","LN","1"
"13491","12","PS","161"
"1350","1","PSD","0"
"1350","2","PBK","0"
"1350","3","PLDSH","0"
"1350","4","BD","0"
"1350","5","ABEOK","0"
"1350","6","LSI","2"
"1350","7","NTH","0"
"1350","8","LRE","0"
"1350","9","PDAN","63"
"1350","10","ADR","0"
"1350","11","LN","0"
"1350","12","PS","72"
"1351","1","PSD","3"
"1351","2","PBK","1"
"1351","3","PLDSH","0"
"1351","4","BD","0"
"1351","5","ABEOK","0"
"1351","6","LSI","16"
"1351","7","NTH","0"
"1351","8","LRE","1"
"1351","9","PDAN","141"
"1351","10","ADR","0"
"1351","11","LN","0"
"1351","12","PS","211"
"1352","1","PSD","0"
"1352","2","PBK","0"
"1352","3","PLDSH","0"
"1352","4","BD","0"
"1352","5","ABEOK","0"
"1352","6","LSI","16"
"1352","7","NTH","1"
"1352","8","LRE","0"
"1352","9","PDAN","78"
"1352","10","ADR","1"
"1352","11","LN","1"
"1352","12","PS","154"
"13521","1","PSD","5"
"13521","2","PBK","0"
"13521","3","PLDSH","0"
"13521","4","BD","0"
"13521","5","ABEOK","0"
"13521","6","LSI","30"
"13521","7","NTH","0"
"13521","8","LRE","0"
"13521","9","PDAN","121"
"13521","10","ADR","0"
"13521","11","LN","0"
"13521","12","PS","67"
"1353","1","PSD","0"
"1353","2","PBK","0"
"1353","3","PLDSH","0"
"1353","4","BD","0"
"1353","5","ABEOK","0"
"1353","6","LSI","69"
"1353","7","NTH","2"
"1353","8","LRE","0"
"1353","9","PDAN","166"
"1353","10","ADR","0"
"1353","11","LN","0"
"1353","12","PS","198"
"1354","1","PSD","0"
"1354","2","PBK","0"
"1354","3","PLDSH","0"
"1354","4","BD","1"
"1354","5","ABEOK","0"
"1354","6","LSI","23"
"1354","7","NTH","0"
"1354","8","LRE","0"
"1354","9","PDAN","107"
"1354","10","ADR","1"
"1354","11","LN","0"
"1354","12","PS","131"
"13541","1","PSD","0"
"13541","2","PBK","0"
"13541","3","PLDSH","1"
"13541","4","BD","0"
"13541","5","ABEOK","0"
"13541","6","LSI","17"
"13541","7","NTH","0"
"13541","8","LRE","0"
"13541","9","PDAN","111"
"13541","10","ADR","1"
"13541","11","LN","0"
"13541","12","PS","132"
"1355","1","PSD","1"
"1355","2","PBK","0"
"1355","3","PLDSH","0"
"1355","4","BD","1"
"1355","5","ABEOK","0"
"1355","6","LSI","23"
"1355","7","NTH","1"
"1355","8","LRE","0"
"1355","9","PDAN","144"
"1355","10","ADR","0"
"1355","11","LN","0"
"1355","12","PS","135"
"1356","1","PSD","2"
"1356","2","PBK","0"
"1356","3","PLDSH","0"
"1356","4","BD","0"
"1356","5","ABEOK","0"
"1356","6","LSI","12"
"1356","7","NTH","3"
"1356","8","LRE","0"
"1356","9","PDAN","82"
"1356","10","ADR","0"
"1356","11","LN","0"
"1356","12","PS","120"
"13561","1","PSD","0"
"13561","2","PBK","0"
"13561","3","PLDSH","0"
"13561","4","BD","0"
"13561","5","ABEOK","0"
"13561","6","LSI","16"
"13561","7","NTH","1"
"13561","8","LRE","0"
"13561","9","PDAN","66"
"13561","10","ADR","0"
"13561","11","LN","0"
"13561","12","PS","116"
"1357","1","PSD","0"
"1357","2","PBK","0"
"1357","3","PLDSH","0"
"1357","4","BD","0"
"1357","5","ABEOK","0"
"1357","6","LSI","24"
"1357","7","NTH","0"
"1357","8","LRE","0"
"1357","9","PDAN","167"
"1357","10","ADR","0"
"1357","11","LN","0"
"1357","12","PS","59"
"13571","1","PSD","1"
"13571","2","PBK","0"
"13571","3","PLDSH","0"
"13571","4","BD","1"
"13571","5","ABEOK","0"
"13571","6","LSI","21"
"13571","7","NTH","1"
"13571","8","LRE","2"
"13571","9","PDAN","169"
"13571","10","ADR","0"
"13571","11","LN","2"
"13571","12","PS","55"
"1358","1","PSD","1"
"1358","2","PBK","0"
"1358","3","PLDSH","1"
"1358","4","BD","0"
"1358","5","ABEOK","0"
"1358","6","LSI","11"
"1358","7","NTH","5"
"1358","8","LRE","0"
"1358","9","PDAN","119"
"1358","10","ADR","0"
"1358","11","LN","1"
"1358","12","PS","150"
"13581","1","PSD","3"
"13581","2","PBK","1"
"13581","3","PLDSH","0"
"13581","4","BD","0"
"13581","5","ABEOK","0"
"13581","6","LSI","0"
"13581","7","NTH","1"
"13581","8","LRE","2"
"13581","9","PDAN","71"
"13581","10","ADR","0"
"13581","11","LN","1"
"13581","12","PS","122"
"1359","1","PSD","0"
"1359","2","PBK","0"
"1359","3","PLDSH","0"
"1359","4","BD","2"
"1359","5","ABEOK","1"
"1359","6","LSI","4"
"1359","7","NTH","0"
"1359","8","LRE","0"
"1359","9","PDAN","146"
"1359","10","ADR","0"
"1359","11","LN","0"
"1359","12","PS","99"
"13591","1","PSD","1"
"13591","2","PBK","1"
"13591","3","PLDSH","1"
"13591","4","BD","0"
"13591","5","ABEOK","0"
"13591","6","LSI","9"
"13591","7","NTH","1"
"13591","8","LRE","0"
"13591","9","PDAN","92"
"13591","10","ADR","0"
"13591","11","LN","1"
"13591","12","PS","116"
"1360","1","PSD","3"
"1360","2","PBK","0"
"1360","3","PLDSH","0"
"1360","4","BD","2"
"1360","5","ABEOK","0"
"1360","6","LSI","27"
"1360","7","NTH","1"
"1360","8","LRE","0"
"1360","9","PDAN","156"
"1360","10","ADR","0"
"1360","11","LN","1"
"1360","12","PS","169"
"13601","1","PSD","6"
"13601","2","PBK","0"
"13601","3","PLDSH","0"
"13601","4","BD","2"
"13601","5","ABEOK","0"
"13601","6","LSI","21"
"13601","7","NTH","0"
"13601","8","LRE","1"
"13601","9","PDAN","115"
"13601","10","ADR","0"
"13601","11","LN","0"
"13601","12","PS","122"
"1361","1","PSD","1"
"1361","2","PBK","1"
"1361","3","PLDSH","1"
"1361","4","BD","1"
"1361","5","ABEOK","0"
"1361","6","LSI","30"
"1361","7","NTH","0"
"1361","8","LRE","0"
"1361","9","PDAN","102"
"1361","10","ADR","0"
"1361","11","LN","0"
"1361","12","PS","178"
"13611","1","PSD","1"
"13611","2","PBK","1"
"13611","3","PLDSH","0"
"13611","4","BD","3"
"13611","5","ABEOK","0"
"13611","6","LSI","37"
"13611","7","NTH","0"
"13611","8","LRE","1"
"13611","9","PDAN","92"
"13611","10","ADR","1"
"13611","11","LN","0"
"13611","12","PS","162"
"13612","1","PSD","1"
"13612","2","PBK","3"
"13612","3","PLDSH","2"
"13612","4","BD","1"
"13612","5","ABEOK","0"
"13612","6","LSI","30"
"13612","7","NTH","0"
"13612","8","LRE","2"
"13612","9","PDAN","92"
"13612","10","ADR","0"
"13612","11","LN","0"
"13612","12","PS","151"
"1362","1","PSD","5"
"1362","2","PBK","0"
"1362","3","PLDSH","0"
"1362","4","BD","3"
"1362","5","ABEOK","0"
"1362","6","LSI","60"
"1362","7","NTH","0"
"1362","8","LRE","0"
"1362","9","PDAN","144"
"1362","10","ADR","0"
"1362","11","LN","1"
"1362","12","PS","159"
"13621","1","PSD","0"
"13621","2","PBK","0"
"13621","3","PLDSH","0"
"13621","4","BD","0"
"13621","5","ABEOK","0"
"13621","6","LSI","38"
"13621","7","NTH","1"
"13621","8","LRE","1"
"13621","9","PDAN","106"
"13621","10","ADR","0"
"13621","11","LN","0"
"13621","12","PS","115"
"1363","1","PSD","1"
"1363","2","PBK","0"
"1363","3","PLDSH","0"
"1363","4","BD","0"
"1363","5","ABEOK","0"
"1363","6","LSI","47"
"1363","7","NTH","0"
"1363","8","LRE","0"
"1363","9","PDAN","123"
"1363","10","ADR","2"
"1363","11","LN","0"
"1363","12","PS","121"
"13631","1","PSD","1"
"13631","2","PBK","0"
"13631","3","PLDSH","0"
"13631","4","BD","1"
"13631","5","ABEOK","1"
"13631","6","LSI","41"
"13631","7","NTH","1"
"13631","8","LRE","0"
"13631","9","PDAN","106"
"13631","10","ADR","0"
"13631","11","LN","0"
"13631","12","PS","115"
"13632","1","PSD","0"
"13632","2","PBK","1"
"13632","3","PLDSH","0"
"13632","4","BD","1"
"13632","5","ABEOK","0"
"13632","6","LSI","26"
"13632","7","NTH","8"
"13632","8","LRE","1"
"13632","9","PDAN","118"
"13632","10","ADR","0"
"13632","11","LN","0"
"13632","12","PS","108"
"1364","1","PSD","1"
"1364","2","PBK","0"
"1364","3","PLDSH","1"
"1364","4","BD","0"
"1364","5","ABEOK","0"
"1364","6","LSI","6"
"1364","7","NTH","0"
"1364","8","LRE","0"
"1364","9","PDAN","143"
"1364","10","ADR","0"
"1364","11","LN","1"
"1364","12","PS","205"
"13641","1","PSD","0"
"13641","2","PBK","1"
"13641","3","PLDSH","0"
"13641","4","BD","0"
"13641","5","ABEOK","0"
"13641","6","LSI","17"
"13641","7","NTH","0"
"13641","8","LRE","0"
"13641","9","PDAN","74"
"13641","10","ADR","0"
"13641","11","LN","0"
"13641","12","PS","141"
"1365","1","PSD","0"
"1365","2","PBK","1"
"1365","3","PLDSH","7"
"1365","4","BD","0"
"1365","5","ABEOK","0"
"1365","6","LSI","33"
"1365","7","NTH","1"
"1365","8","LRE","1"
"1365","9","PDAN","172"
"1365","10","ADR","0"
"1365","11","LN","0"
"1365","12","PS","99"
"13651","1","PSD","2"
"13651","2","PBK","2"
"13651","3","PLDSH","2"
"13651","4","BD","0"
"13651","5","ABEOK","0"
"13651","6","LSI","25"
"13651","7","NTH","0"
"13651","8","LRE","0"
"13651","9","PDAN","129"
"13651","10","ADR","0"
"13651","11","LN","0"
"13651","12","PS","98"
"1366","1","PSD","1"
"1366","2","PBK","1"
"1366","3","PLDSH","4"
"1366","4","BD","3"
"1366","5","ABEOK","0"
"1366","6","LSI","47"
"1366","7","NTH","0"
"1366","8","LRE","0"
"1366","9","PDAN","204"
"1366","10","ADR","1"
"1366","11","LN","1"
"1366","12","PS","77"
"13661","1","PSD","1"
"13661","2","PBK","1"
"13661","3","PLDSH","0"
"13661","4","BD","2"
"13661","5","ABEOK","0"
"13661","6","LSI","24"
"13661","7","NTH","2"
"13661","8","LRE","0"
"13661","9","PDAN","170"
"13661","10","ADR","1"
"13661","11","LN","1"
"13661","12","PS","58"
"1367","1","PSD","2"
"1367","2","PBK","0"
"1367","3","PLDSH","1"
"1367","4","BD","1"
"1367","5","ABEOK","0"
"1367","6","LSI","10"
"1367","7","NTH","0"
"1367","8","LRE","1"
"1367","9","PDAN","130"
"1367","10","ADR","0"
"1367","11","LN","1"
"1367","12","PS","107"
"13671","1","PSD","0"
"13671","2","PBK","0"
"13671","3","PLDSH","0"
"13671","4","BD","1"
"13671","5","ABEOK","0"
"13671","6","LSI","16"
"13671","7","NTH","0"
"13671","8","LRE","0"
"13671","9","PDAN","92"
"13671","10","ADR","0"
"13671","11","LN","0"
"13671","12","PS","93"
"1368","1","PSD","1"
"1368","2","PBK","1"
"1368","3","PLDSH","0"
"1368","4","BD","0"
"1368","5","ABEOK","0"
"1368","6","LSI","7"
"1368","7","NTH","0"
"1368","8","LRE","8"
"1368","9","PDAN","132"
"1368","10","ADR","0"
"1368","11","LN","0"
"1368","12","PS","79"
"13681","1","PSD","0"
"13681","2","PBK","0"
"13681","3","PLDSH","0"
"13681","4","BD","0"
"13681","5","ABEOK","0"
"13681","6","LSI","2"
"13681","7","NTH","0"
"13681","8","LRE","1"
"13681","9","PDAN","117"
"13681","10","ADR","0"
"13681","11","LN","0"
"13681","12","PS","58"
"1369","1","PSD","2"
"1369","2","PBK","1"
"1369","3","PLDSH","0"
"1369","4","BD","0"
"1369","5","ABEOK","0"
"1369","6","LSI","16"
"1369","7","NTH","1"
"1369","8","LRE","0"
"1369","9","PDAN","223"
"1369","10","ADR","1"
"1369","11","LN","0"
"1369","12","PS","142"
"13691","1","PSD","1"
"13691","2","PBK","1"
"13691","3","PLDSH","0"
"13691","4","BD","2"
"13691","5","ABEOK","0"
"13691","6","LSI","29"
"13691","7","NTH","2"
"13691","8","LRE","1"
"13691","9","PDAN","203"
"13691","10","ADR","0"
"13691","11","LN","0"
"13691","12","PS","130"
"1370","1","PSD","1"
"1370","2","PBK","1"
"1370","3","PLDSH","0"
"1370","4","BD","0"
"1370","5","ABEOK","0"
"1370","6","LSI","30"
"1370","7","NTH","1"
"1370","8","LRE","0"
"1370","9","PDAN","177"
"1370","10","ADR","0"
"1370","11","LN","1"
"1370","12","PS","166"
"13701","1","PSD","0"
"13701","2","PBK","0"
"13701","3","PLDSH","0"
"13701","4","BD","0"
"13701","5","ABEOK","0"
"13701","6","LSI","59"
"13701","7","NTH","0"
"13701","8","LRE","0"
"13701","9","PDAN","159"
"13701","10","ADR","0"
"13701","11","LN","0"
"13701","12","PS","123"
"1371","1","PSD","3"
"1371","2","PBK","0"
"1371","3","PLDSH","0"
"1371","4","BD","0"
"1371","5","ABEOK","0"
"1371","6","LSI","5"
"1371","7","NTH","2"
"1371","8","LRE","1"
"1371","9","PDAN","215"
"1371","10","ADR","3"
"1371","11","LN","0"
"1371","12","PS","139"
"13711","1","PSD","0"
"13711","2","PBK","0"
"13711","3","PLDSH","0"
"13711","4","BD","0"
"13711","5","ABEOK","0"
"13711","6","LSI","13"
"13711","7","NTH","1"
"13711","8","LRE","2"
"13711","9","PDAN","151"
"13711","10","ADR","0"
"13711","11","LN","0"
"13711","12","PS","104"
"1372","1","PSD","0"
"1372","2","PBK","0"
"1372","3","PLDSH","1"
"1372","4","BD","1"
"1372","5","ABEOK","1"
"1372","6","LSI","48"
"1372","7","NTH","2"
"1372","8","LRE","0"
"1372","9","PDAN","226"
"1372","10","ADR","0"
"1372","11","LN","1"
"1372","12","PS","190"
"13721","1","PSD","1"
"13721","2","PBK","0"
"13721","3","PLDSH","0"
"13721","4","BD","0"
"13721","5","ABEOK","0"
"13721","6","LSI","38"
"13721","7","NTH","1"
"13721","8","LRE","0"
"13721","9","PDAN","171"
"13721","10","ADR","0"
"13721","11","LN","1"
"13721","12","PS","169"
"13722","1","PSD","5"
"13722","2","PBK","0"
"13722","3","PLDSH","0"
"13722","4","BD","0"
"13722","5","ABEOK","0"
"13722","6","LSI","26"
"13722","7","NTH","1"
"13722","8","LRE","4"
"13722","9","PDAN","153"
"13722","10","ADR","6"
"13722","11","LN","2"
"13722","12","PS","222"
"1373","1","PSD","1"
"1373","2","PBK","0"
"1373","3","PLDSH","0"
"1373","4","BD","1"
"1373","5","ABEOK","0"
"1373","6","LSI","35"
"1373","7","NTH","1"
"1373","8","LRE","1"
"1373","9","PDAN","181"
"1373","10","ADR","0"
"1373","11","LN","1"
"1373","12","PS","222"
"13731","1","PSD","6"
"13731","2","PBK","0"
"13731","3","PLDSH","1"
"13731","4","BD","1"
"13731","5","ABEOK","1"
"13731","6","LSI","19"
"13731","7","NTH","1"
"13731","8","LRE","0"
"13731","9","PDAN","226"
"13731","10","ADR","0"
"13731","11","LN","1"
"13731","12","PS","218"
"1374","1","PSD","0"
"1374","2","PBK","2"
"1374","3","PLDSH","2"
"1374","4","BD","2"
"1374","5","ABEOK","0"
"1374","6","LSI","13"
"1374","7","NTH","4"
"1374","8","LRE","0"
"1374","9","PDAN","150"
"1374","10","ADR","0"
"1374","11","LN","1"
"1374","12","PS","224"
"13741","1","PSD","2"
"13741","2","PBK","0"
"13741","3","PLDSH","3"
"13741","4","BD","0"
"13741","5","ABEOK","0"
"13741","6","LSI","15"
"13741","7","NTH","1"
"13741","8","LRE","0"
"13741","9","PDAN","155"
"13741","10","ADR","1"
"13741","11","LN","0"
"13741","12","PS","210"
"13742","1","PSD","1"
"13742","2","PBK","0"
"13742","3","PLDSH","2"
"13742","4","BD","1"
"13742","5","ABEOK","0"
"13742","6","LSI","12"
"13742","7","NTH","3"
"13742","8","LRE","0"
"13742","9","PDAN","158"
"13742","10","ADR","0"
"13742","11","LN","0"
"13742","12","PS","193"
"1375","1","PSD","4"
"1375","2","PBK","1"
"1375","3","PLDSH","0"
"1375","4","BD","0"
"1375","5","ABEOK","0"
"1375","6","LSI","21"
"1375","7","NTH","1"
"1375","8","LRE","0"
"1375","9","PDAN","184"
"1375","10","ADR","0"
"1375","11","LN","0"
"1375","12","PS","244"
"13751","1","PSD","1"
"13751","2","PBK","0"
"13751","3","PLDSH","0"
"13751","4","BD","0"
"13751","5","ABEOK","1"
"13751","6","LSI","23"
"13751","7","NTH","6"
"13751","8","LRE","2"
"13751","9","PDAN","146"
"13751","10","ADR","0"
"13751","11","LN","0"
"13751","12","PS","184"
"13752","1","PSD","2"
"13752","2","PBK","1"
"13752","3","PLDSH","1"
"13752","4","BD","2"
"13752","5","ABEOK","0"
"13752","6","LSI","11"
"13752","7","NTH","5"
"13752","8","LRE","0"
"13752","9","PDAN","151"
"13752","10","ADR","1"
"13752","11","LN","0"
"13752","12","PS","163"
"1376","1","PSD","0"
"1376","2","PBK","0"
"1376","3","PLDSH","0"
"1376","4","BD","0"
"1376","5","ABEOK","0"
"1376","6","LSI","3"
"1376","7","NTH","1"
"1376","8","LRE","0"
"1376","9","PDAN","58"
"1376","10","ADR","0"
"1376","11","LN","0"
"1376","12","PS","114"
"1377","1","PSD","2"
"1377","2","PBK","1"
"1377","3","PLDSH","0"
"1377","4","BD","0"
"1377","5","ABEOK","0"
"1377","6","LSI","43"
"1377","7","NTH","7"
"1377","8","LRE","2"
"1377","9","PDAN","188"
"1377","10","ADR","0"
"1377","11","LN","0"
"1377","12","PS","198"
"13771","1","PSD","3"
"13771","2","PBK","0"
"13771","3","PLDSH","0"
"13771","4","BD","0"
"13771","5","ABEOK","0"
"13771","6","LSI","46"
"13771","7","NTH","2"
"13771","8","LRE","1"
"13771","9","PDAN","155"
"13771","10","ADR","3"
"13771","11","LN","0"
"13771","12","PS","203"
"1378","1","PSD","2"
"1378","2","PBK","0"
"1378","3","PLDSH","0"
"1378","4","BD","0"
"1378","5","ABEOK","0"
"1378","6","LSI","37"
"1378","7","NTH","2"
"1378","8","LRE","1"
"1378","9","PDAN","129"
"1378","10","ADR","0"
"1378","11","LN","0"
"1378","12","PS","200"
"13781","1","PSD","3"
"13781","2","PBK","2"
"13781","3","PLDSH","0"
"13781","4","BD","0"
"13781","5","ABEOK","0"
"13781","6","LSI","13"
"13781","7","NTH","4"
"13781","8","LRE","1"
"13781","9","PDAN","133"
"13781","10","ADR","0"
"13781","11","LN","0"
"13781","12","PS","199"
"13782","1","PSD","0"
"13782","2","PBK","0"
"13782","3","PLDSH","0"
"13782","4","BD","0"
"13782","5","ABEOK","0"
"13782","6","LSI","31"
"13782","7","NTH","5"
"13782","8","LRE","9"
"13782","9","PDAN","141"
"13782","10","ADR","0"
"13782","11","LN","0"
"13782","12","PS","185"
"1379","1","PSD","1"
"1379","2","PBK","0"
"1379","3","PLDSH","1"
"1379","4","BD","0"
"1379","5","ABEOK","1"
"1379","6","LSI","14"
"1379","7","NTH","1"
"1379","8","LRE","3"
"1379","9","PDAN","114"
"1379","10","ADR","1"
"1379","11","LN","1"
"1379","12","PS","281"
"13791","1","PSD","2"
"13791","2","PBK","0"
"13791","3","PLDSH","0"
"13791","4","BD","6"
"13791","5","ABEOK","1"
"13791","6","LSI","25"
"13791","7","NTH","0"
"13791","8","LRE","11"
"13791","9","PDAN","105"
"13791","10","ADR","0"
"13791","11","LN","1"
"13791","12","PS","205"
"1380","1","PSD","1"
"1380","2","PBK","0"
"1380","3","PLDSH","1"
"1380","4","BD","0"
"1380","5","ABEOK","0"
"1380","6","LSI","17"
"1380","7","NTH","0"
"1380","8","LRE","0"
"1380","9","PDAN","171"
"1380","10","ADR","1"
"1380","11","LN","0"
"1380","12","PS","228"
"13801","1","PSD","3"
"13801","2","PBK","1"
"13801","3","PLDSH","0"
"13801","4","BD","0"
"13801","5","ABEOK","0"
"13801","6","LSI","9"
"13801","7","NTH","0"
"13801","8","LRE","2"
"13801","9","PDAN","109"
"13801","10","ADR","0"
"13801","11","LN","2"
"13801","12","PS","220"
"1381","1","PSD","0"
"1381","2","PBK","0"
"1381","3","PLDSH","1"
