"PollingStation","No","Party","Votes"
"3302","10","ADR","2"
"3302","11","LN","0"
"3302","12","PS","192"
"3303","1","PSD","1"
"3303","2","PBK","0"
"3303","3","PLDSH","0"
"3303","4","BD","0"
"3303","5","ABEOK","0"
"3303","6","LSI","9"
"3303","7","NTH","1"
"3303","8","LRE","1"
"3303","9","PDAN","65"
"3303","10","ADR","0"
"3303","11","LN","1"
"3303","12","PS","98"
"3304","1","PSD","0"
"3304","2","PBK","0"
"3304","3","PLDSH","0"
"3304","4","BD","0"
"3304","5","ABEOK","2"
"3304","6","LSI","19"
"3304","7","NTH","0"
"3304","8","LRE","1"
"3304","9","PDAN","110"
"3304","10","ADR","1"
"3304","11","LN","0"
"3304","12","PS","105"
"33041","1","PSD","0"
"33041","2","PBK","0"
"33041","3","PLDSH","0"
"33041","4","BD","2"
"33041","5","ABEOK","0"
"33041","6","LSI","15"
"33041","7","NTH","1"
"33041","8","LRE","2"
"33041","9","PDAN","92"
"33041","10","ADR","2"
"33041","11","LN","0"
"33041","12","PS","102"
"3305","1","PSD","1"
"3305","2","PBK","0"
"3305","3","PLDSH","0"
"3305","4","BD","2"
"3305","5","ABEOK","0"
"3305","6","LSI","32"
"3305","7","NTH","6"
"3305","8","LRE","3"
"3305","9","PDAN","117"
"3305","10","ADR","2"
"3305","11","LN","1"
"3305","12","PS","202"
"33051","1","PSD","5"
"33051","2","PBK","3"
"33051","3","PLDSH","0"
"33051","4","BD","0"
"33051","5","ABEOK","1"
"33051","6","LSI","22"
"33051","7","NTH","3"
"33051","8","LRE","2"
"33051","9","PDAN","117"
"33051","10","ADR","0"
"33051","11","LN","0"
"33051","12","PS","220"
"33052","1","PSD","3"
"33052","2","PBK","2"
"33052","3","PLDSH","0"
"33052","4","BD","2"
"33052","5","ABEOK","2"
"33052","6","LSI","27"
"33052","7","NTH","5"
"33052","8","LRE","0"
"33052","9","PDAN","143"
"33052","10","ADR","0"
"33052","11","LN","1"
"33052","12","PS","154"
"3306","1","PSD","0"
"3306","2","PBK","0"
"3306","3","PLDSH","1"
"3306","4","BD","2"
"3306","5","ABEOK","2"
"3306","6","LSI","23"
"3306","7","NTH","0"
"3306","8","LRE","2"
"3306","9","PDAN","132"
"3306","10","ADR","0"
"3306","11","LN","2"
"3306","12","PS","170"
"3307","1","PSD","2"
"3307","2","PBK","1"
"3307","3","PLDSH","0"
"3307","4","BD","0"
"3307","5","ABEOK","0"
"3307","6","LSI","22"
"3307","7","NTH","0"
"3307","8","LRE","0"
"3307","9","PDAN","115"
"3307","10","ADR","1"
"3307","11","LN","0"
"3307","12","PS","159"
"33071","1","PSD","4"
"33071","2","PBK","0"
"33071","3","PLDSH","1"
"33071","4","BD","1"
"33071","5","ABEOK","0"
"33071","6","LSI","14"
"33071","7","NTH","0"
"33071","8","LRE","1"
"33071","9","PDAN","91"
"33071","10","ADR","1"
"33071","11","LN","0"
"33071","12","PS","89"
"3308","1","PSD","1"
"3308","2","PBK","1"
"3308","3","PLDSH","0"
"3308","4","BD","0"
"3308","5","ABEOK","0"
"3308","6","LSI","31"
"3308","7","NTH","1"
"3308","8","LRE","1"
"3308","9","PDAN","140"
"3308","10","ADR","4"
"3308","11","LN","0"
"3308","12","PS","187"
"3309","1","PSD","1"
"3309","2","PBK","0"
"3309","3","PLDSH","0"
"3309","4","BD","0"
"3309","5","ABEOK","0"
"3309","6","LSI","23"
"3309","7","NTH","1"
"3309","8","LRE","2"
"3309","9","PDAN","98"
"3309","10","ADR","5"
"3309","11","LN","0"
"3309","12","PS","104"
"3310","1","PSD","0"
"3310","2","PBK","2"
"3310","3","PLDSH","0"
"3310","4","BD","3"
"3310","5","ABEOK","0"
"3310","6","LSI","36"
"3310","7","NTH","5"
"3310","8","LRE","1"
"3310","9","PDAN","154"
"3310","10","ADR","1"
"3310","11","LN","0"
"3310","12","PS","218"
"3311","1","PSD","0"
"3311","2","PBK","0"
"3311","3","PLDSH","0"
"3311","4","BD","0"
"3311","5","ABEOK","0"
"3311","6","LSI","24"
"3311","7","NTH","4"
"3311","8","LRE","0"
"3311","9","PDAN","163"
"3311","10","ADR","2"
"3311","11","LN","1"
"3311","12","PS","219"
"33111","1","PSD","0"
"33111","2","PBK","1"
"33111","3","PLDSH","1"
"33111","4","BD","0"
"33111","5","ABEOK","0"
"33111","6","LSI","20"
"33111","7","NTH","0"
"33111","8","LRE","0"
"33111","9","PDAN","123"
"33111","10","ADR","1"
"33111","11","LN","0"
"33111","12","PS","211"
"3312","1","PSD","2"
"3312","2","PBK","0"
"3312","3","PLDSH","0"
"3312","4","BD","0"
"3312","5","ABEOK","0"
"3312","6","LSI","25"
"3312","7","NTH","0"
"3312","8","LRE","3"
"3312","9","PDAN","49"
"3312","10","ADR","0"
"3312","11","LN","0"
"3312","12","PS","95"
"3313","1","PSD","1"
"3313","2","PBK","0"
"3313","3","PLDSH","3"
"3313","4","BD","0"
"3313","5","ABEOK","0"
"3313","6","LSI","28"
"3313","7","NTH","3"
"3313","8","LRE","0"
"3313","9","PDAN","113"
"3313","10","ADR","0"
"3313","11","LN","0"
"3313","12","PS","179"
"33131","1","PSD","1"
"33131","2","PBK","0"
"33131","3","PLDSH","0"
"33131","4","BD","0"
"33131","5","ABEOK","0"
"33131","6","LSI","12"
"33131","7","NTH","0"
"33131","8","LRE","0"
"33131","9","PDAN","69"
"33131","10","ADR","0"
"33131","11","LN","0"
"33131","12","PS","128"
"33132","1","PSD","4"
"33132","2","PBK","1"
"33132","3","PLDSH","0"
"33132","4","BD","4"
"33132","5","ABEOK","1"
"33132","6","LSI","14"
"33132","7","NTH","1"
"33132","8","LRE","0"
"33132","9","PDAN","79"
"33132","10","ADR","0"
"33132","11","LN","0"
"33132","12","PS","160"
"3314","1","PSD","2"
"3314","2","PBK","0"
"3314","3","PLDSH","0"
"3314","4","BD","0"
"3314","5","ABEOK","1"
"3314","6","LSI","16"
"3314","7","NTH","1"
"3314","8","LRE","1"
"3314","9","PDAN","130"
"3314","10","ADR","0"
"3314","11","LN","1"
"3314","12","PS","215"
"3316","1","PSD","0"
"3316","2","PBK","3"
"3316","3","PLDSH","0"
"3316","4","BD","1"
"3316","5","ABEOK","0"
"3316","6","LSI","11"
"3316","7","NTH","0"
"3316","8","LRE","2"
"3316","9","PDAN","118"
"3316","10","ADR","0"
"3316","11","LN","1"
"3316","12","PS","95"
"33161","1","PSD","1"
"33161","2","PBK","0"
"33161","3","PLDSH","0"
"33161","4","BD","3"
"33161","5","ABEOK","0"
"33161","6","LSI","17"
"33161","7","NTH","0"
"33161","8","LRE","2"
"33161","9","PDAN","107"
"33161","10","ADR","0"
"33161","11","LN","1"
"33161","12","PS","113"
"3317","1","PSD","5"
"3317","2","PBK","3"
"3317","3","PLDSH","1"
"3317","4","BD","2"
"3317","5","ABEOK","0"
"3317","6","LSI","34"
"3317","7","NTH","1"
"3317","8","LRE","2"
"3317","9","PDAN","110"
"3317","10","ADR","0"
"3317","11","LN","1"
"3317","12","PS","226"
"3318","1","PSD","7"
"3318","2","PBK","2"
"3318","3","PLDSH","0"
"3318","4","BD","0"
"3318","5","ABEOK","0"
"3318","6","LSI","10"
"3318","7","NTH","2"
"3318","8","LRE","0"
"3318","9","PDAN","30"
"3318","10","ADR","0"
"3318","11","LN","1"
"3318","12","PS","283"
"3319","1","PSD","1"
"3319","2","PBK","0"
"3319","3","PLDSH","2"
"3319","4","BD","1"
"3319","5","ABEOK","0"
"3319","6","LSI","43"
"3319","7","NTH","1"
"3319","8","LRE","0"
"3319","9","PDAN","112"
"3319","10","ADR","1"
"3319","11","LN","2"
"3319","12","PS","126"
"33191","1","PSD","2"
"33191","2","PBK","0"
"33191","3","PLDSH","0"
"33191","4","BD","0"
"33191","5","ABEOK","0"
"33191","6","LSI","40"
"33191","7","NTH","1"
"33191","8","LRE","4"
"33191","9","PDAN","82"
"33191","10","ADR","7"
"33191","11","LN","2"
"33191","12","PS","168"
"3320","1","PSD","0"
"3320","2","PBK","0"
"3320","3","PLDSH","0"
"3320","4","BD","0"
"3320","5","ABEOK","0"
"3320","6","LSI","14"
"3320","7","NTH","0"
"3320","8","LRE","0"
"3320","9","PDAN","34"
"3320","10","ADR","0"
"3320","11","LN","1"
"3320","12","PS","71"
"3322","1","PSD","2"
"3322","2","PBK","0"
"3322","3","PLDSH","1"
"3322","4","BD","0"
"3322","5","ABEOK","0"
"3322","6","LSI","51"
"3322","7","NTH","0"
"3322","8","LRE","1"
"3322","9","PDAN","81"
"3322","10","ADR","0"
"3322","11","LN","1"
"3322","12","PS","186"
"33221","1","PSD","0"
"33221","2","PBK","1"
"33221","3","PLDSH","0"
"33221","4","BD","0"
"33221","5","ABEOK","0"
"33221","6","LSI","40"
"33221","7","NTH","3"
"33221","8","LRE","3"
"33221","9","PDAN","66"
"33221","10","ADR","3"
"33221","11","LN","1"
"33221","12","PS","162"
"3324","1","PSD","5"
"3324","2","PBK","0"
"3324","3","PLDSH","0"
"3324","4","BD","0"
"3324","5","ABEOK","0"
"3324","6","LSI","15"
"3324","7","NTH","1"
"3324","8","LRE","1"
"3324","9","PDAN","125"
"3324","10","ADR","0"
"3324","11","LN","1"
"3324","12","PS","275"
"3325","1","PSD","7"
"3325","2","PBK","1"
"3325","3","PLDSH","0"
"3325","4","BD","0"
"3325","5","ABEOK","0"
"3325","6","LSI","31"
"3325","7","NTH","1"
"3325","8","LRE","0"
"3325","9","PDAN","109"
"3325","10","ADR","0"
"3325","11","LN","0"
"3325","12","PS","210"
"3326","1","PSD","5"
"3326","2","PBK","0"
"3326","3","PLDSH","0"
"3326","4","BD","0"
"3326","5","ABEOK","0"
"3326","6","LSI","14"
"3326","7","NTH","1"
"3326","8","LRE","1"
"3326","9","PDAN","66"
"3326","10","ADR","0"
"3326","11","LN","0"
"3326","12","PS","146"
"3327","1","PSD","1"
"3327","2","PBK","1"
"3327","3","PLDSH","0"
"3327","4","BD","1"
"3327","5","ABEOK","0"
"3327","6","LSI","16"
"3327","7","NTH","1"
"3327","8","LRE","0"
"3327","9","PDAN","86"
"3327","10","ADR","0"
"3327","11","LN","1"
"3327","12","PS","124"
"3328","1","PSD","4"
"3328","2","PBK","3"
"3328","3","PLDSH","2"
"3328","4","BD","0"
"3328","5","ABEOK","0"
"3328","6","LSI","23"
"3328","7","NTH","0"
"3328","8","LRE","2"
"3328","9","PDAN","80"
"3328","10","ADR","0"
"3328","11","LN","0"
"3328","12","PS","229"
"3330","1","PSD","3"
"3330","2","PBK","1"
"3330","3","PLDSH","0"
"3330","4","BD","1"
"3330","5","ABEOK","0"
"3330","6","LSI","30"
"3330","7","NTH","0"
"3330","8","LRE","2"
"3330","9","PDAN","74"
"3330","10","ADR","0"
"3330","11","LN","3"
"3330","12","PS","137"
"3331","1","PSD","2"
"3331","2","PBK","0"
"3331","3","PLDSH","1"
"3331","4","BD","2"
"3331","5","ABEOK","0"
"3331","6","LSI","35"
"3331","7","NTH","4"
"3331","8","LRE","0"
"3331","9","PDAN","45"
"3331","10","ADR","0"
"3331","11","LN","2"
"3331","12","PS","103"
"3332","1","PSD","1"
"3332","2","PBK","1"
"3332","3","PLDSH","1"
"3332","4","BD","4"
"3332","5","ABEOK","2"
"3332","6","LSI","10"
"3332","7","NTH","0"
"3332","8","LRE","1"
"3332","9","PDAN","138"
"3332","10","ADR","0"
"3332","11","LN","0"
"3332","12","PS","122"
"3333","1","PSD","3"
"3333","2","PBK","0"
"3333","3","PLDSH","1"
"3333","4","BD","3"
"3333","5","ABEOK","1"
"3333","6","LSI","14"
"3333","7","NTH","1"
"3333","8","LRE","1"
"3333","9","PDAN","107"
"3333","10","ADR","0"
"3333","11","LN","0"
"3333","12","PS","152"
"33331","1","PSD","0"
"33331","2","PBK","0"
"33331","3","PLDSH","0"
"33331","4","BD","2"
"33331","5","ABEOK","0"
"33331","6","LSI","10"
"33331","7","NTH","6"
"33331","8","LRE","0"
"33331","9","PDAN","77"
"33331","10","ADR","1"
"33331","11","LN","0"
"33331","12","PS","115"
"3336","1","PSD","4"
"3336","2","PBK","1"
"3336","3","PLDSH","1"
"3336","4","BD","0"
"3336","5","ABEOK","0"
"3336","6","LSI","11"
"3336","7","NTH","2"
"3336","8","LRE","0"
"3336","9","PDAN","138"
"3336","10","ADR","0"
"3336","11","LN","1"
"3336","12","PS","143"
"33361","1","PSD","2"
"33361","2","PBK","0"
"33361","3","PLDSH","0"
"33361","4","BD","2"
"33361","5","ABEOK","0"
"33361","6","LSI","7"
"33361","7","NTH","0"
"33361","8","LRE","1"
"33361","9","PDAN","101"
"33361","10","ADR","1"
"33361","11","LN","0"
"33361","12","PS","111"
"3337","1","PSD","1"
"3337","2","PBK","0"
"3337","3","PLDSH","0"
"3337","4","BD","2"
"3337","5","ABEOK","0"
"3337","6","LSI","11"
"3337","7","NTH","0"
"3337","8","LRE","0"
"3337","9","PDAN","73"
"3337","10","ADR","0"
"3337","11","LN","2"
"3337","12","PS","60"
"3339","1","PSD","3"
"3339","2","PBK","0"
"3339","3","PLDSH","2"
"3339","4","BD","0"
"3339","5","ABEOK","1"
"3339","6","LSI","7"
"3339","7","NTH","0"
"3339","8","LRE","0"
"3339","9","PDAN","58"
"3339","10","ADR","1"
"3339","11","LN","1"
"3339","12","PS","185"
"3340","1","PSD","5"
"3340","2","PBK","0"
"3340","3","PLDSH","1"
"3340","4","BD","2"
"3340","5","ABEOK","0"
"3340","6","LSI","25"
"3340","7","NTH","0"
"3340","8","LRE","1"
"3340","9","PDAN","171"
"3340","10","ADR","0"
"3340","11","LN","1"
"3340","12","PS","145"
"3342","1","PSD","4"
"3342","2","PBK","3"
"3342","3","PLDSH","3"
"3342","4","BD","5"
"3342","5","ABEOK","0"
"3342","6","LSI","15"
"3342","7","NTH","4"
"3342","8","LRE","0"
"3342","9","PDAN","179"
"3342","10","ADR","0"
"3342","11","LN","0"
"3342","12","PS","192"
"3343","1","PSD","1"
"3343","2","PBK","0"
"3343","3","PLDSH","0"
"3343","4","BD","0"
"3343","5","ABEOK","0"
"3343","6","LSI","13"
"3343","7","NTH","0"
"3343","8","LRE","0"
"3343","9","PDAN","122"
"3343","10","ADR","0"
"3343","11","LN","0"
"3343","12","PS","161"
"33431","1","PSD","1"
"33431","2","PBK","3"
"33431","3","PLDSH","2"
"33431","4","BD","0"
"33431","5","ABEOK","1"
"33431","6","LSI","5"
"33431","7","NTH","0"
"33431","8","LRE","1"
"33431","9","PDAN","104"
"33431","10","ADR","0"
"33431","11","LN","1"
"33431","12","PS","86"
"3344","1","PSD","1"
"3344","2","PBK","0"
"3344","3","PLDSH","4"
"3344","4","BD","1"
"3344","5","ABEOK","1"
"3344","6","LSI","16"
"3344","7","NTH","0"
"3344","8","LRE","0"
"3344","9","PDAN","293"
"3344","10","ADR","0"
"3344","11","LN","0"
"3344","12","PS","172"
"33441","1","PSD","1"
"33441","2","PBK","1"
"33441","3","PLDSH","1"
"33441","4","BD","10"
"33441","5","ABEOK","0"
"33441","6","LSI","16"
"33441","7","NTH","5"
"33441","8","LRE","0"
"33441","9","PDAN","84"
"33441","10","ADR","0"
"33441","11","LN","0"
"33441","12","PS","151"
"3345","1","PSD","4"
"3345","2","PBK","0"
"3345","3","PLDSH","1"
"3345","4","BD","1"
"3345","5","ABEOK","1"
"3345","6","LSI","21"
"3345","7","NTH","1"
"3345","8","LRE","0"
"3345","9","PDAN","182"
"3345","10","ADR","1"
"3345","11","LN","0"
"3345","12","PS","189"
"33451","1","PSD","1"
"33451","2","PBK","2"
"33451","3","PLDSH","0"
"33451","4","BD","1"
"33451","5","ABEOK","0"
"33451","6","LSI","43"
"33451","7","NTH","0"
"33451","8","LRE","1"
"33451","9","PDAN","87"
"33451","10","ADR","0"
"33451","11","LN","0"
"33451","12","PS","126"
"3346","1","PSD","5"
"3346","2","PBK","2"
"3346","3","PLDSH","1"
"3346","4","BD","1"
"3346","5","ABEOK","0"
"3346","6","LSI","28"
"3346","7","NTH","1"
"3346","8","LRE","0"
"3346","9","PDAN","78"
"3346","10","ADR","1"
"3346","11","LN","3"
"3346","12","PS","233"
"33461","1","PSD","4"
"33461","2","PBK","0"
"33461","3","PLDSH","0"
"33461","4","BD","2"
"33461","5","ABEOK","2"
"33461","6","LSI","21"
"33461","7","NTH","0"
"33461","8","LRE","0"
"33461","9","PDAN","38"
"33461","10","ADR","0"
"33461","11","LN","2"
"33461","12","PS","137"
"3347","1","PSD","4"
"3347","2","PBK","2"
"3347","3","PLDSH","1"
"3347","4","BD","3"
"3347","5","ABEOK","1"
"3347","6","LSI","63"
"3347","7","NTH","1"
"3347","8","LRE","0"
"3347","9","PDAN","93"
"3347","10","ADR","0"
"3347","11","LN","0"
"3347","12","PS","198"
"33471","1","PSD","0"
"33471","2","PBK","0"
"33471","3","PLDSH","0"
"33471","4","BD","1"
"33471","5","ABEOK","0"
"33471","6","LSI","32"
"33471","7","NTH","0"
"33471","8","LRE","0"
"33471","9","PDAN","86"
"33471","10","ADR","0"
"33471","11","LN","0"
"33471","12","PS","140"
"3348","1","PSD","1"
"3348","2","PBK","0"
"3348","3","PLDSH","0"
"3348","4","BD","0"
"3348","5","ABEOK","0"
"3348","6","LSI","24"
"3348","7","NTH","0"
"3348","8","LRE","0"
"3348","9","PDAN","37"
"3348","10","ADR","0"
"3348","11","LN","0"
"3348","12","PS","121"
"3349","1","PSD","5"
"3349","2","PBK","2"
"3349","3","PLDSH","2"
"3349","4","BD","0"
"3349","5","ABEOK","0"
"3349","6","LSI","16"
"3349","7","NTH","0"
"3349","8","LRE","1"
"3349","9","PDAN","126"
"3349","10","ADR","2"
"3349","11","LN","2"
"3349","12","PS","242"
"3350","1","PSD","2"
"3350","2","PBK","1"
"3350","3","PLDSH","0"
"3350","4","BD","0"
"3350","5","ABEOK","0"
"3350","6","LSI","22"
"3350","7","NTH","1"
"3350","8","LRE","0"
"3350","9","PDAN","131"
"3350","10","ADR","0"
"3350","11","LN","0"
"3350","12","PS","194"
"3351","1","PSD","2"
"3351","2","PBK","1"
"3351","3","PLDSH","0"
"3351","4","BD","1"
"3351","5","ABEOK","1"
"3351","6","LSI","1"
"3351","7","NTH","1"
"3351","8","LRE","0"
"3351","9","PDAN","35"
"3351","10","ADR","0"
"3351","11","LN","1"
"3351","12","PS","107"
"3355","1","PSD","1"
"3355","2","PBK","0"
"3355","3","PLDSH","0"
"3355","4","BD","0"
"3355","5","ABEOK","0"
"3355","6","LSI","11"
"3355","7","NTH","0"
"3355","8","LRE","0"
"3355","9","PDAN","39"
"3355","10","ADR","0"
"3355","11","LN","0"
"3355","12","PS","104"
"3356","1","PSD","3"
"3356","2","PBK","0"
"3356","3","PLDSH","0"
"3356","4","BD","1"
"3356","5","ABEOK","0"
"3356","6","LSI","41"
"3356","7","NTH","0"
"3356","8","LRE","7"
"3356","9","PDAN","62"
"3356","10","ADR","1"
"3356","11","LN","0"
"3356","12","PS","123"
"3358","1","PSD","2"
"3358","2","PBK","0"
"3358","3","PLDSH","2"
"3358","4","BD","4"
"3358","5","ABEOK","1"
"3358","6","LSI","74"
"3358","7","NTH","1"
"3358","8","LRE","0"
"3358","9","PDAN","79"
"3358","10","ADR","0"
"3358","11","LN","0"
"3358","12","PS","186"
"3360","1","PSD","1"
"3360","2","PBK","0"
"3360","3","PLDSH","0"
"3360","4","BD","1"
"3360","5","ABEOK","0"
"3360","6","LSI","29"
"3360","7","NTH","0"
"3360","8","LRE","1"
"3360","9","PDAN","39"
"3360","10","ADR","0"
"3360","11","LN","0"
"3360","12","PS","176"
"3362","1","PSD","4"
"3362","2","PBK","0"
"3362","3","PLDSH","0"
"3362","4","BD","4"
"3362","5","ABEOK","0"
"3362","6","LSI","16"
"3362","7","NTH","0"
"3362","8","LRE","0"
"3362","9","PDAN","106"
"3362","10","ADR","1"
"3362","11","LN","0"
"3362","12","PS","95"
"3363","1","PSD","1"
"3363","2","PBK","0"
"3363","3","PLDSH","0"
"3363","4","BD","0"
"3363","5","ABEOK","0"
"3363","6","LSI","12"
"3363","7","NTH","0"
"3363","8","LRE","0"
"3363","9","PDAN","25"
"3363","10","ADR","0"
"3363","11","LN","0"
"3363","12","PS","56"
"3368","1","PSD","0"
"3368","2","PBK","0"
"3368","3","PLDSH","0"
"3368","4","BD","0"
"3368","5","ABEOK","0"
"3368","6","LSI","39"
"3368","7","NTH","1"
"3368","8","LRE","1"
"3368","9","PDAN","36"
"3368","10","ADR","0"
"3368","11","LN","0"
"3368","12","PS","181"
"3370","1","PSD","0"
"3370","2","PBK","0"
"3370","3","PLDSH","0"
"3370","4","BD","0"
"3370","5","ABEOK","1"
"3370","6","LSI","63"
"3370","7","NTH","0"
"3370","8","LRE","2"
"3370","9","PDAN","41"
"3370","10","ADR","0"
"3370","11","LN","0"
"3370","12","PS","130"
"3371","1","PSD","1"
"3371","2","PBK","0"
"3371","3","PLDSH","0"
"3371","4","BD","0"
"3371","5","ABEOK","0"
"3371","6","LSI","31"
"3371","7","NTH","3"
"3371","8","LRE","0"
"3371","9","PDAN","30"
"3371","10","ADR","2"
"3371","11","LN","0"
"3371","12","PS","138"
"3378","1","PSD","0"
"3378","2","PBK","0"
"3378","3","PLDSH","1"
"3378","4","BD","1"
"3378","5","ABEOK","0"
"3378","6","LSI","9"
"3378","7","NTH","0"
"3378","8","LRE","2"
"3378","9","PDAN","48"
"3378","10","ADR","1"
"3378","11","LN","0"
"3378","12","PS","100"
"3378","13","Other","0"
"3390","1","PSD","0"
"3390","2","PBK","1"
"3390","3","PLDSH","1"
"3390","4","BD","0"
"3390","5","ABEOK","1"
"3390","6","LSI","36"
"3390","7","NTH","0"
"3390","8","LRE","0"
"3390","9","PDAN","68"
"3390","10","ADR","1"
"3390","11","LN","0"
"3390","12","PS","149"
"3390","13","Other","0"
"3391","1","PSD","3"
"3391","2","PBK","0"
"3391","3","PLDSH","0"
"3391","4","BD","4"
"3391","5","ABEOK","0"
"3391","6","LSI","20"
"3391","7","NTH","0"
"3391","8","LRE","0"
"3391","9","PDAN","32"
"3391","10","ADR","0"
"3391","11","LN","0"
"3391","12","PS","97"
"3391","13","Other","1"
"3392","1","PSD","11"
"3392","2","PBK","0"
"3392","3","PLDSH","1"
"3392","4","BD","0"
"3392","5","ABEOK","0"
"3392","6","LSI","32"
"3392","7","NTH","1"
"3392","8","LRE","0"
"3392","9","PDAN","35"
"3392","10","ADR","3"
"3392","11","LN","1"
"3392","12","PS","103"
"3392","13","Other","0"
"3393","1","PSD","2"
"3393","2","PBK","0"
"3393","3","PLDSH","0"
"3393","4","BD","0"
"3393","5","ABEOK","0"
"3393","6","LSI","47"
"3393","7","NTH","0"
"3393","8","LRE","0"
"3393","9","PDAN","59"
"3393","10","ADR","0"
"3393","11","LN","0"
"3393","12","PS","99"
"3393","13","Other","0"
"3394","1","PSD","3"
"3394","2","PBK","2"
"3394","3","PLDSH","0"
"3394","4","BD","0"
"3394","5","ABEOK","0"
"3394","6","LSI","44"
"3394","7","NTH","0"
"3394","8","LRE","0"
"3394","9","PDAN","11"
"3394","10","ADR","0"
"3394","11","LN","0"
"3394","12","PS","89"
"3394","13","Other","1"
"3395","1","PSD","1"
"3395","2","PBK","0"
"3395","3","PLDSH","0"
"3395","4","BD","0"
"3395","5","ABEOK","0"
"3395","6","LSI","13"
"3395","7","NTH","0"
"3395","8","LRE","0"
"3395","9","PDAN","33"
"3395","10","ADR","1"
"3395","11","LN","1"
"3395","12","PS","60"
"3395","13","Other","0"
"3398","1","PSD","5"
"3398","2","PBK","0"
"3398","3","PLDSH","0"
"3398","4","BD","1"
"3398","5","ABEOK","0"
"3398","6","LSI","141"
"3398","7","NTH","0"
"3398","8","LRE","0"
"3398","9","PDAN","41"
"3398","10","ADR","10"
"3398","11","LN","0"
"3398","12","PS","121"
"3398","13","Other","0"
"3402","1","PSD","9"
"3402","2","PBK","0"
"3402","3","PLDSH","0"
"3402","4","BD","0"
"3402","5","ABEOK","0"
"3402","6","LSI","30"
"3402","7","NTH","0"
"3402","8","LRE","0"
"3402","9","PDAN","14"
"3402","10","ADR","1"
"3402","11","LN","0"
"3402","12","PS","132"
"3402","13","Other","1"
"3404","1","PSD","5"
"3404","2","PBK","0"
"3404","3","PLDSH","0"
"3404","4","BD","0"
"3404","5","ABEOK","0"
"3404","6","LSI","17"
"3404","7","NTH","0"
"3404","8","LRE","0"
"3404","9","PDAN","24"
"3404","10","ADR","0"
"3404","11","LN","0"
"3404","12","PS","72"
"3404","13","Other","0"
"3407","1","PSD","2"
"3407","2","PBK","1"
"3407","3","PLDSH","0"
"3407","4","BD","0"
"3407","5","ABEOK","0"
"3407","6","LSI","81"
"3407","7","NTH","1"
"3407","8","LRE","0"
"3407","9","PDAN","84"
"3407","10","ADR","1"
"3407","11","LN","3"
"3407","12","PS","158"
"3407","13","Other","0"
"3410","1","PSD","2"
"3410","2","PBK","0"
"3410","3","PLDSH","0"
"3410","4","BD","1"
"3410","5","ABEOK","0"
"3410","6","LSI","34"
"3410","7","NTH","0"
"3410","8","LRE","0"
"3410","9","PDAN","54"
"3410","10","ADR","2"
"3410","11","LN","2"
"3410","12","PS","76"
"3410","13","Other","0"
"3413","1","PSD","1"
"3413","2","PBK","0"
"3413","3","PLDSH","0"
"3413","4","BD","0"
"3413","5","ABEOK","0"
"3413","6","LSI","29"
"3413","7","NTH","0"
"3413","8","LRE","0"
"3413","9","PDAN","19"
"3413","10","ADR","0"
"3413","11","LN","0"
"3413","12","PS","77"
"3413","13","Other","0"
"3414","1","PSD","4"
"3414","2","PBK","1"
"3414","3","PLDSH","0"
"3414","4","BD","0"
"3414","5","ABEOK","0"
"3414","6","LSI","51"
"3414","7","NTH","4"
"3414","8","LRE","0"
"3414","9","PDAN","76"
"3414","10","ADR","0"
"3414","11","LN","1"
"3414","12","PS","205"
"3415","1","PSD","0"
"3415","2","PBK","0"
"3415","3","PLDSH","1"
"3415","4","BD","1"
"3415","5","ABEOK","1"
"3415","6","LSI","28"
"3415","7","NTH","0"
"3415","8","LRE","0"
"3415","9","PDAN","154"
"3415","10","ADR","0"
"3415","11","LN","1"
"3415","12","PS","95"
"3416","1","PSD","1"
"3416","2","PBK","4"
"3416","3","PLDSH","0"
"3416","4","BD","2"
"3416","5","ABEOK","1"
"3416","6","LSI","20"
"3416","7","NTH","1"
"3416","8","LRE","0"
"3416","9","PDAN","101"
"3416","10","ADR","0"
"3416","11","LN","0"
"3416","12","PS","217"
"3417","1","PSD","0"
"3417","2","PBK","1"
"3417","3","PLDSH","0"
"3417","4","BD","0"
"3417","5","ABEOK","0"
"3417","6","LSI","12"
"3417","7","NTH","1"
"3417","8","LRE","1"
"3417","9","PDAN","45"
"3417","10","ADR","0"
"3417","11","LN","0"
"3417","12","PS","172"
"3419","1","PSD","0"
"3419","2","PBK","0"
"3419","3","PLDSH","0"
"3419","4","BD","0"
"3419","5","ABEOK","0"
"3419","6","LSI","16"
"3419","7","NTH","0"
"3419","8","LRE","2"
"3419","9","PDAN","101"
"3419","10","ADR","0"
"3419","11","LN","0"
"3419","12","PS","82"
"3422","1","PSD","0"
"3422","2","PBK","0"
"3422","3","PLDSH","0"
"3422","4","BD","0"
"3422","5","ABEOK","2"
"3422","6","LSI","7"
"3422","7","NTH","0"
"3422","8","LRE","1"
"3422","9","PDAN","59"
"3422","10","ADR","0"
"3422","11","LN","1"
"3422","12","PS","126"
"3423","1","PSD","0"
"3423","2","PBK","0"
"3423","3","PLDSH","0"
"3423","4","BD","0"
"3423","5","ABEOK","0"
"3423","6","LSI","14"
"3423","7","NTH","0"
"3423","8","LRE","1"
"3423","9","PDAN","31"
"3423","10","ADR","0"
"3423","11","LN","0"
"3423","12","PS","102"
"3426","1","PSD","0"
"3426","2","PBK","0"
"3426","3","PLDSH","1"
